Genome	Completeness (%)	Contamination (%)	G+C (%)	Genome size (bp)	97% ANI cluster representative	Named subclade	Clade name	genome_acc	biosample_accession
Acidobacteria_palsa_417	92.98	3.02	61.6557934071481	5430155	73.20110700_P3D.15	NA	NA	PLKZ00000000	SAMN08180168
Acidobacteria_palsa_418	87.48	3.88	57.9533422847375	5414947	73.20120800_P1D.7	NA	NA	PLKY00000000	SAMN08180169
Acidobacteria_palsa_419	97.55	2.56	56.6243003908749	6047625	73.20110700_P3D.3	Acidiflorens clade 11	Ca. Acidiflorens	PLKX00000000	SAMN08180170
Acidobacteria_palsa_420	90.98	2.85	58.1291469309603	7405126	73.20120800_P2D.6	NA	NA	PLKV00000000	SAMN08180172
Acidobacteria_palsa_421	82.17	4.17	57.8460934743207	5241902	73.20120800_P2M.13	NA	NA	PLKU00000000	SAMN08180173
Acidobacteria_palsa_422	93.68	3.16	57.7647807065395	5222111	73.20110700_P1M.4	NA	NA	PLKT00000000	SAMN08180174
Acidobacteria_palsa_423	76.11	2.56	57.9766714232384	4663284	73.20120800_P2M.7	NA	NA	PLKR00000000	SAMN08180176
Acidobacteria_palsa_424	75.9	0.91	62.2267395548347	4106068	73.20120700_P2M.12	NA	NA	PLKQ00000000	SAMN08180177
Acidobacteria_palsa_425	79.24	5.13	57.6201167057434	3743143	73.20110700_P3M.8	NA	NA	PLKO00000000	SAMN08180179
Acidobacteria_palsa_86	82.49	5.13	58.8178904874974	3896755	73.20120700_P1D.1	NA	NA	PMOC00000000	SAMN08178775
Acidobacteria_palsa_87	77.22	3.48	60.5595491621489	2822123	73.20110600_P1M.13	NA	NA	PMOF00000000	SAMN08178778
Acidobacteria_palsa_88	74.89	0.85	57.2299590638639	4938030	73.20110700_P2M.8	NA	NA	PMOD00000000	SAMN08178776
Acidobacteria_palsa_89	96.15	3.7	58.210644760205	8721485	73.20110600_P1M.2	NA	NA	PMOK00000000	SAMN08178783
Acidobacteria_palsa_90	70.78	2.85	56.8492418994569	3933913	73.20110600_P1M.47	NA	NA	PMOP00000000	SAMN08178789
Acidobacteria_palsa_91	75.68	3.42	59.952690163134	4354418	73.20110600_P3S.23	NA	NA	PMOV00000000	SAMN08178795
Acidobacteria_palsa_92	99.15	1.71	56.8382115468757	5586781	73.20111000_P2S.3	NA	NA	PMOT00000000	SAMN08178793
Actinobacteria_bog_466	75.19	2.56	62.4930993317562	2007820	73.20120800_S1D.19	NA	NA	PMPB00000000	SAMN08178801
Actinobacteria_bog_467	79.92	1.28	66.5328976945527	2662211	73.20110600_E3D.7	NA	NA	PMPF00000000	SAMN08178805
Actinobacteria_bog_468	97.44	1.28	65.6299036599132	2536229	73.20110800_S2D.3	NA	NA	PMPE00000000	SAMN08178804
Actinobacteria_bog_469	95.44	6.41	65.1519030383233	3810820	73.20120800_S1D.7	NA	NA	PMPN00000000	SAMN08178814
Actinobacteria_bog_470	95.32	3.28	69.5087730990571	3182182	73.20120800_S3D.15	NA	NA	PMPQ00000000	SAMN08178817
Actinobacteria_bog_471	78.87	2.82	64.8873576375564	4703248	73.20111000_S2D.31	NA	NA	PMPS00000000	SAMN08178819
Actinobacteria_bog_472	83.75	4.7	65.2953090662163	2556715	73.20110800_S2D.3	NA	NA	PMPR00000000	SAMN08178818
Actinobacteria_bog_473	84.7	2.14	69.6017468065358	3745792	73.20110600_S1M.56	NA	NA	PMPX00000000	SAMN08178824
Actinobacteria_bog_474	96.58	8.97	62.1087145223996	2586824	73.20120600_S3M.5	NA	NA	PMPY00000000	SAMN08178825
Actinobacteria_bog_475	96.58	1.28	61.9872448209291	2550484	73.20120600_S3M.5	NA	NA	PMPZ00000000	SAMN08178826
Actinobacteria_bog_476	95.56	1.28	62.1862490435197	2069433	73.20120700_S1M.3	NA	NA	PMQC00000000	SAMN08178829
Actinobacteria_bog_477	87.52	1.99	61.2289841261349	1982839	73.20111000_S3M.5	NA	NA	PMQD00000000	SAMN08178830
Actinobacteria_bog_478	94.87	3.16	67.9034367939113	3904221	73.20110700_S2D.14	NA	NA	PMQF00000000	SAMN08178832
Actinobacteria_bog_479	94.35	2.14	66.4139600403408	2951204	73.20110600_E3D.7	NA	NA	PMQG00000000	SAMN08178833
Actinobacteria_bog_480	74.97	2.14	66.0422811244503	2706196	73.20110800_E3D.6	NA	NA	PMQK00000000	SAMN08178837
Actinobacteria_bog_481	86.46	2.14	65.8562595304115	3310351	73.20110600_S2D.37	NA	NA	PMQP00000000	SAMN08178842
Actinobacteria_bog_482	96.58	1.36	65.8976070474878	2491980	73.20110800_S2D.3	NA	NA	PMQL00000000	SAMN08178838
Actinobacteria_bog_483	95.54	2.56	69.5231110037208	3154575	73.20120800_S3D.15	NA	NA	PMQT00000000	SAMN08178846
Actinobacteria_bog_484	87.71	0.43	66.1854266350587	2201742	73.20110800_S2D.3	NA	NA	PMQU00000000	SAMN08178847
Actinobacteria_bog_485	93.94	1.28	62.0040999951575	2540879	73.20120600_S3M.5	NA	NA	PMQV00000000	SAMN08178848
Actinobacteria_bog_486	72.22	2.14	62.2016863679883	1924639	73.20120600_S3M.5	NA	NA	PMQW00000000	SAMN08178849
Actinobacteria_bog_487	91.95	9.24	62.2106335622414	2064627	73.20120700_S1M.3	NA	NA	PMQZ00000000	SAMN08178852
Actinobacteria_bog_488	81.58	0.36	63.5756269618291	2281226	73.20111000_S3S.1	NA	NA	PMRA00000000	SAMN08178853
Actinobacteria_bog_489	91.88	9.4	69.3279506850113	3228828	73.20120800_S3D.15	NA	NA	PMRB00000000	SAMN08178854
Actinobacteria_bog_490	96.58	2.42	61.9779491958992	2522094	73.20120800_S1D.19	NA	NA	PMRC00000000	SAMN08178855
Actinobacteria_bog_491	93.08	1.28	65.4208049989723	2706790	73.20110800_S2D.3	NA	NA	PMRF00000000	SAMN08178858
Actinobacteria_bog_492	98.08	1.28	61.9788745230848	2557154	73.20120600_S3M.5	NA	NA	PMRG00000000	SAMN08178859
Actinobacteria_bog_493	88.6	1.28	65.1688005880004	3527783	73.20120800_S1D.7	NA	NA	PMRH00000000	SAMN08178860
Actinobacteria_bog_494	94.78	3.42	68.0278280884117	3830069	73.20110700_S2D.14	NA	NA	PMRJ00000000	SAMN08178862
Actinobacteria_bog_495	73.99	2.56	66.1825891243997	2633639	73.20110800_E3D.6	NA	NA	PMRO00000000	SAMN08178867
Actinobacteria_bog_496	95.73	1.28	66.6061465316239	2150121	73.20110800_S2D.3	NA	NA	PMRK00000000	SAMN08178863
Actinobacteria_bog_497	71.16	1.28	65.8394308771158	2960852	73.20110600_S2D.37	NA	NA	PMRQ00000000	SAMN08178869
Actinobacteria_bog_498	83.93	1.28	65.2042245181819	2990892	73.20120800_S1D.7	NA	NA	PMRT00000000	SAMN08178872
Actinobacteria_bog_499	91.92	1.28	61.9762147809042	2556174	73.20120600_S3M.5	NA	NA	PMRU00000000	SAMN08178873
Actinobacteria_bog_500	74.85	2.31	61.9891073172814	1594175	73.20120700_S1M.3	NA	NA	PMRW00000000	SAMN08178875
Actinobacteria_bog_515	96.58	2.14	69.5663408697296	3069693	73.20120800_S3D.15	NA	NA	PMUX00000000	SAMN08178955
Actinobacteria_bog_516	96.01	3.85	67.9685820171933	3945286	73.20110700_S2D.14	NA	NA	PMUY00000000	SAMN08178956
Actinobacteria_bog_517	95.73	1.28	62.0273923222288	2530732	73.20120600_S3M.5	NA	NA	PMVB00000000	SAMN08178959
Actinobacteria_bog_518	88.89	3.85	69.5237386606935	3105824	73.20120800_S3D.15	NA	NA	PMVF00000000	SAMN08178963
Actinobacteria_bog_519	87.06	1.71	61.2169519297965	1927279	73.20111000_S3M.5	NA	NA	PMVH00000000	SAMN08178965
Actinobacteria_bog_520	78.2	1.1	65.0586001063022	4416997	73.20111000_S2D.31	NA	NA	PMVI00000000	SAMN08178966
Actinobacteria_bog_521	91.03	1.28	65.6952921439822	2440703	73.20110800_S2D.3	NA	NA	PMVG00000000	SAMN08178964
Actinobacteria_bog_522	92.74	2.14	61.951939283526	2567648	73.20120600_S3M.5	NA	NA	PMVL00000000	SAMN08178970
Actinobacteria_bog_523	95.44	2.99	65.1170401292527	3784182	73.20120800_S1D.7	NA	NA	PMVM00000000	SAMN08178971
Actinobacteria_bog_524	100	2.99	67.8534614352175	3983017	73.20110700_S2D.14	NA	NA	PMVO00000000	SAMN08178973
Actinobacteria_bog_525	87.33	2.56	66.3388526148742	2783549	73.20110600_E3D.7	NA	NA	PMVP00000000	SAMN08178975
Actinobacteria_bog_526	74.59	4.7	66.0198446146187	2788096	73.20110800_E3D.6	NA	NA	PMVU00000000	SAMN08178980
Actinobacteria_bog_527	90.6	1.28	65.6030021299113	2479614	73.20110800_S2D.3	NA	NA	PMVT00000000	SAMN08178979
Actinobacteria_bog_528	82.59	1.28	65.6515272570832	3665388	73.20110600_S2D.37	NA	NA	PMVZ00000000	SAMN08178985
Actinobacteria_bog_529	81	1.99	65.2335507532608	2932774	73.20120800_S1D.7	NA	NA	PMWB00000000	SAMN08178987
Actinobacteria_bog_530	95.14	1.38	61.952400322223	2508395	73.20120800_S1D.19	NA	NA	PMWF00000000	SAMN08178991
Actinobacteria_bog_531	92.71	5.73	68.1418524505887	3742757	73.20110700_S2D.14	NA	NA	PMWG00000000	SAMN08178992
Actinobacteria_bog_532	91.76	3.34	69.8869123564733	7051395	73.20120700_S1D.88	NA	NA	PMWL00000000	SAMN08178997
Actinobacteria_bog_533	93.72	1.28	65.4168913876468	2552119	73.20110800_S2D.3	NA	NA	PMWM00000000	SAMN08178998
Actinobacteria_bog_534	74.76	2.56	64.8474396923464	3293995	73.20120800_S1D.7	NA	NA	PMWN00000000	SAMN08178999
Actinobacteria_bog_535	97.44	6.41	61.8826170032573	2447978	73.20120800_S1D.19	NA	NA	PMWP00000000	SAMN08179001
Actinobacteria_bog_536	97.34	2.99	67.2208670170486	5332472	73.20110800_S3M.23	NA	NA	PMWT00000000	SAMN08179005
Actinobacteria_bog_537	96.58	2.99	65.8812532572347	2565636	73.20110800_S2D.3	NA	NA	PMWQ00000000	SAMN08179002
Actinobacteria_bog_538	94.79	3.32	64.9480852137578	5296638	73.20111000_S2D.31	NA	NA	PMWV00000000	SAMN08179007
Actinobacteria_bog_539	90.34	4.95	70.180586478357	6630783	73.20120700_S1D.88	NA	NA	PMXC00000000	SAMN08179014
Actinobacteria_bog_540	90.6	1.28	62.0456519637105	2502830	73.20120600_S3M.5	NA	NA	PMXA00000000	SAMN08179012
Actinobacteria_bog_541	94.59	3.16	65.1168886267794	3602133	73.20120800_S1D.7	NA	NA	PMXE00000000	SAMN08179016
Actinobacteria_bog_542	74.24	2.56	69.8238711494884	3388703	73.20110600_S1M.56	NA	NA	PMXG00000000	SAMN08179018
Actinobacteria_bog_559	98.12	2.99	68.0160107985477	3936887	73.20110700_S2D.14	NA	NA	PLIN00000000	SAMN08179152
Actinobacteria_bog_560	96.19	3.85	66.4112148243675	2902603	73.20110600_E3D.7	NA	NA	PLIM00000000	SAMN08179153
Actinobacteria_bog_561	82.11	3.85	66.1259219457053	2875903	73.20110800_E3D.6	NA	NA	PLIJ00000000	SAMN08179156
Actinobacteria_bog_562	84.94	2.99	65.6795776969743	3403662	73.20110600_S2D.37	NA	NA	PLII00000000	SAMN08179158
Actinobacteria_bog_563	96.15	1.28	65.8913191013204	2501996	73.20110800_S2D.3	NA	NA	PLJY00000000	SAMN08179157
Actinobacteria_bog_564	94.59	2.56	65.3603387315029	2866164	73.20110800_S1D.50	NA	NA	PLIG00000000	SAMN08179160
Actinobacteria_bog_565	99.15	2.99	67.9333927858032	3916207	73.20110700_S2D.14	NA	NA	PLIE00000000	SAMN08179162
Actinobacteria_bog_566	88.91	1.28	66.1738862088607	3006466	73.20110600_E3D.7	NA	NA	PLID00000000	SAMN08179163
Actinobacteria_bog_567	75.68	2.99	66.0734066668944	2794167	73.20110800_E3D.6	NA	NA	PLHZ00000000	SAMN08179167
Actinobacteria_bog_568	84.59	2.14	65.5760399916523	3826329	73.20110600_S2D.37	NA	NA	PLHV00000000	SAMN08179171
Actinobacteria_bog_569	94.72	1.28	65.8136854825169	2538184	73.20110800_S2D.3	NA	NA	PLHX00000000	SAMN08179169
Actinobacteria_bog_570	83.83	2.14	61.9942640560609	2418147	73.20120600_S3M.5	NA	NA	PLHU00000000	SAMN08179172
Actinobacteria_bog_571	88.22	2.38	65.6489822100401	2371339	73.20110800_S1D.50	NA	NA	PLHO00000000	SAMN08179178
Actinobacteria_bog_572	80.97	0.43	63.6797090673805	2061252	73.20111000_S3S.1	NA	NA	PLHM00000000	SAMN08179180
Actinobacteria_bog_573	91.95	1.28	56.1226199149795	1744091	73.20110800_S3S.6	NA	NA	PLHJ00000000	SAMN08179183
Actinobacteria_bog_574	73.02	2.99	64.5057909856149	2029066	73.20110800_S3S.8	NA	NA	PLHH00000000	SAMN08179185
Actinobacteria_bog_575	99.4	2.99	67.9163906027034	3997218	73.20110700_S2D.14	NA	NA	PLHF00000000	SAMN08179187
Actinobacteria_bog_576	99.15	1.28	65.735100206801	2530770	73.20110800_S2D.3	NA	NA	PLHD00000000	SAMN08179189
Actinobacteria_bog_577	96.58	1.71	66.7255305117691	2136826	73.20110800_S2D.3	NA	NA	PLGT00000000	SAMN08179200
Actinobacteria_bog_578	86.72	4.27	56.2490265550027	1735032	73.20110800_S3S.6	NA	NA	PLGQ00000000	SAMN08179204
Actinobacteria_bog_579	100	2.99	67.9773498108358	4000227	73.20110700_S2D.14	NA	NA	PLGN00000000	SAMN08179207
Actinobacteria_bog_580	98.86	2.99	66.3279117736567	3108234	73.20110600_E3D.7	NA	NA	PLGK00000000	SAMN08179210
Actinobacteria_bog_581	70.53	1.28	65.2355210318503	3571447	73.20110600_S2D.37	NA	NA	PLGC00000000	SAMN08179218
Actinobacteria_bog_582	77.1	2.27	69.8921251581279	6036120	73.20120700_S1D.88	NA	NA	PLGB00000000	SAMN08179219
Actinobacteria_bog_583	96.15	0.43	68.884028001608	2761467	73.20110800_S3D.66	NA	NA	PLFX00000000	SAMN08179223
Actinobacteria_bog_584	89.46	2.21	65.1714531394783	3299080	73.20120800_S1D.7	NA	NA	PLFV00000000	SAMN08179225
Actinobacteria_bog_585	98.29	4.27	61.956688228294	2546795	73.20120800_S1D.19	NA	NA	PLFS00000000	SAMN08179228
Actinobacteria_bog_586	93.35	1.8	67.1648005388014	5026772	73.20110800_S3M.23	NA	NA	PLFO00000000	SAMN08179232
Actinobacteria_bog_587	91.88	2.14	65.1969921984597	2724020	73.20110800_S2D.3	NA	NA	PLFP00000000	SAMN08179231
Actinobacteria_bog_588	87.01	0.43	68.8678813776786	2580616	73.20110800_S3D.66	NA	NA	PLFH00000000	SAMN08179239
Actinobacteria_bog_589	94.59	6.84	65.1358884235596	3744875	73.20120800_S1D.7	NA	NA	PLFG00000000	SAMN08179240
Actinobacteria_bog_590	93.59	2.99	62.4166668176736	2207715	73.20120600_S3M.5	NA	NA	PLFF00000000	SAMN08179241
Actinobacteria_bog_591	70.94	0.51	64.2466608348578	1543902	73.20111000_S3S.1	NA	NA	PLEZ00000000	SAMN08179247
Actinobacteria_bog_592	92.17	1.28	56.1392929994844	1785525	73.20110800_S3S.6	NA	NA	PLEV00000000	SAMN08179251
Actinobacteria_bog_593	96.78	1.85	65.8889372928336	3863644	73.20110800_S3S.73	NA	NA	PLES00000000	SAMN08179254
Actinobacteria_bog_594	76.5	0.43	64.8428976903244	1963559	73.20110800_S3S.8	NA	NA	PLER00000000	SAMN08179255
Actinobacteria_bog_613	90.92	2.99	69.7616292377506	2827931	73.20120800_S3D.15	NA	NA	PLBJ00000000	SAMN08179346
Actinobacteria_bog_614	76.25	2.99	61.2361270336854	1640667	73.20111000_S3M.5	NA	NA	PLBI00000000	SAMN08179347
Actinobacteria_bog_615	71.66	5.22	65.0975419001963	4740214	73.20111000_S1D.33	NA	NA	PLBF00000000	SAMN08179350
Actinobacteria_bog_616	95.22	2.14	62.027449998435	2556467	73.20120600_S3M.5	NA	NA	PLBC00000000	SAMN08179353
Actinobacteria_bog_617	94.59	3.85	65.1746072673268	3732193	73.20120800_S1D.7	NA	NA	PLBB00000000	SAMN08179354
Actinobacteria_bog_618	81.05	2.99	62.1934333885852	1906731	73.20120700_S1M.3	NA	NA	PLAZ00000000	SAMN08179356
Actinobacteria_bog_619	96.58	1.28	61.9451259622563	2571687	73.20120800_S1D.19	NA	NA	PLAV00000000	SAMN08179360
Actinobacteria_bog_620	97.29	2.14	65.949529630891	2455184	73.20110800_S2D.3	NA	NA	PLAU00000000	SAMN08179361
Actinobacteria_bog_621	95.01	3.28	64.9191338217345	5231471	73.20111000_S2D.31	NA	NA	PLAR00000000	SAMN08179364
Actinobacteria_bog_622	95.44	2.31	65.1652777489378	3517021	73.20120800_S1D.7	NA	NA	PLAQ00000000	SAMN08179365
Actinobacteria_bog_623	93.45	2.14	69.5310928598084	3092937	73.20120800_S3D.15	NA	NA	PLAL00000000	SAMN08179370
Actinobacteria_bog_624	82.81	3.49	64.8735116734045	4702451	73.20111000_S2D.31	NA	NA	PLAJ00000000	SAMN08179372
Actinobacteria_bog_625	95.73	4.7	62.1023101392382	2553652	73.20120600_S3M.5	NA	NA	PLAG00000000	SAMN08179375
Actinobacteria_bog_626	94.59	2.14	65.139588270347	3615428	73.20120800_S1D.7	NA	NA	PLAF00000000	SAMN08179376
Actinobacteria_bog_627	75.72	2.99	64.40759166746	1935858	73.20110800_S3S.8	NA	NA	PLAC00000000	SAMN08179379
Actinobacteria_bog_628	95.73	2.23	69.5433769654422	3104933	73.20120800_S3D.15	NA	NA	PLAA00000000	SAMN08179381
Actinobacteria_bog_629	86.6	4.31	64.9224877789245	4902688	73.20111000_S2D.31	NA	NA	PKZY00000000	SAMN08179383
Actinobacteria_bog_630	95.44	3.85	65.0560072001249	3836663	73.20120800_S1D.7	NA	NA	PKZV00000000	SAMN08179386
Actinobacteria_bog_631	93.59	1.28	62.0205984627604	2485512	73.20120600_S3M.5	NA	NA	PKZU00000000	SAMN08179387
Actinobacteria_bog_632	96.58	1.28	61.9774085973403	2557697	73.20120600_S3M.5	NA	NA	PKZT00000000	SAMN08179388
Actinobacteria_bog_633	95.55	1.38	62.2929708371128	2013202	73.20120700_S1M.3	NA	NA	PKZP00000000	SAMN08179392
Actinobacteria_bog_634	94.78	2.56	61.3450027839644	2013287	73.20111000_S3M.5	NA	NA	PKZO00000000	SAMN08179393
Actinobacteria_bog_635	88.77	0.58	63.7618504296669	2113629	73.20111000_S3S.1	NA	NA	PKZN00000000	SAMN08179394
Actinobacteria_bog_636	78.95	2.35	64.6654105178654	1842248	73.20110800_S3S.8	NA	NA	PKZL00000000	SAMN08179396
Actinobacteria_bog_637	78.59	3.85	59.4988805587616	1815997	73.20111000_S3S.8	NA	NA	PKZI00000000	SAMN08179399
Actinobacteria_bog_694	89.16	2.56	67.953510738347	3669388	73.20110700_S2D.14	NA	NA	PMHG00000000	SAMN08179640
Actinobacteria_bog_695	93.94	1.28	65.9564866032184	2424943	73.20110800_S2D.3	NA	NA	PMHE00000000	SAMN08179642
Actinobacteria_bog_696	97.86	1.28	62.0779685477955	2515589	73.20120600_S3M.5	NA	NA	PMGZ00000000	SAMN08179647
Actinobacteria_bog_697	93.68	1.28	62.0345625893283	2151002	73.20120700_S1M.3	NA	NA	PMGX00000000	SAMN08179649
Actinobacteria_bog_698	96.91	7.36	62.0396828186753	2589213	73.20120600_S3M.5	NA	NA	PMGW00000000	SAMN08179650
Actinobacteria_bog_699	89.65	1.38	62.1612389808546	2056632	73.20120700_S1M.3	NA	NA	PMGT00000000	SAMN08179653
Actinobacteria_bog_700	79.37	2.99	69.4336988585488	2855191	73.20120800_S3D.15	NA	NA	PMGS00000000	SAMN08179654
Actinobacteria_bog_701	98.2	2.14	61.9862407410738	2503791	73.20120800_S1D.19	NA	NA	PMGR00000000	SAMN08179655
Actinobacteria_bog_702	98.21	1.28	65.9172110290828	2470758	73.20110800_S2D.3	NA	NA	PMGO00000000	SAMN08179658
Actinobacteria_bog_703	92.88	2.99	65.1330846877673	3656371	73.20120800_S1D.7	NA	NA	PMGL00000000	SAMN08179661
Actinobacteria_bog_704	92.17	3.85	69.5531267039183	3152098	73.20120800_S3D.15	NA	NA	PMGI00000000	SAMN08179664
Actinobacteria_bog_705	81.53	1.28	62.2869229614881	1894671	73.20120700_S1M.3	NA	NA	PMGG00000000	SAMN08179666
Actinobacteria_bog_706	92.41	3.42	61.3701634013584	1999965	73.20111000_S3M.5	NA	NA	PMGF00000000	SAMN08179667
Actinobacteria_bog_707	89.09	2.14	67.3449709186798	4748925	73.20110800_S3M.23	NA	NA	PMGE00000000	SAMN08179668
Actinobacteria_bog_708	78.75	3.57	64.9725412247164	4932139	73.20111000_S2D.31	NA	NA	PMGD00000000	SAMN08179669
Actinobacteria_bog_709	82.5	6.98	65.9807143449019	2342576	73.20110800_S2D.3	NA	NA	PMGB00000000	SAMN08179671
Actinobacteria_bog_710	71.03	0	71.8058330817222	2952777	73.20120600_S2M.46	NA	NA	PMFY00000000	SAMN08179674
Actinobacteria_bog_711	96.58	1.28	62.0390088487159	2524033	73.20120600_S3M.5	NA	NA	PMFX00000000	SAMN08179675
Actinobacteria_bog_712	94.16	3.85	65.1744470401939	3735191	73.20120800_S1D.7	NA	NA	PMFW00000000	SAMN08179676
Actinobacteria_bog_713	88.24	4.7	62.1879333289161	2508091	73.20120600_S3M.5	NA	NA	PMFU00000000	SAMN08179678
Actinobacteria_bog_714	90.5	2.14	62.3036654312885	2055840	73.20120700_S1M.3	NA	NA	PMFR00000000	SAMN08179681
Actinobacteria_bog_715	79.35	2.14	63.9743548406599	1988666	73.20111000_S3S.1	NA	NA	PMFQ00000000	SAMN08179682
Actinobacteria_bog_716	97.44	2.14	69.5573565787276	3144422	73.20120800_S3D.15	NA	NA	PMFN00000000	SAMN08179685
Actinobacteria_bog_717	77.46	2.46	64.9691344627064	4504023	73.20111000_S2D.31	NA	NA	PMFL00000000	SAMN08179687
Actinobacteria_bog_718	92.59	2.31	66.4859701470666	2185540	73.20110800_S2D.3	NA	NA	PMFI00000000	SAMN08179690
Actinobacteria_bog_719	98.29	2.14	61.9937997343858	2563461	73.20120600_S3M.5	NA	NA	PMFG00000000	SAMN08179692
Actinobacteria_bog_720	95.44	7.26	65.1243455586774	3661841	73.20120800_S1D.7	NA	NA	PMFF00000000	SAMN08179693
Actinobacteria_bog_721	94.87	2.99	69.5146291265699	3150897	73.20120800_S3D.15	NA	NA	PMFD00000000	SAMN08179695
Actinobacteria_bog_722	76.3	9.83	62.1696556100617	2000347	73.20120700_S1M.3	NA	NA	PMFB00000000	SAMN08179697
Actinobacteria_bog_723	98.29	1.28	62.0722870700428	2517690	73.20120600_S3M.5	NA	NA	PMFA00000000	SAMN08179698
Actinobacteria_bog_724	94.59	2.99	65.0985930622254	3780979	73.20120800_S1D.7	NA	NA	PMEZ00000000	SAMN08179699
Actinobacteria_bog_752	92.64	0.14	69.0832223438798	3496648	73.20120700_S1D.129	NA	NA	PLTW00000000	SAMN08179935
Actinobacteria_bog_753	94.7	1.71	69.5023044847166	3144983	73.20120800_S3D.15	NA	NA	PLTS00000000	SAMN08179939
Actinobacteria_bog_754	89.32	1.38	61.9455443704416	2399646	73.20120800_S1D.19	NA	NA	PLTI00000000	SAMN08179949
Actinobacteria_bog_755	90.09	2.14	62.2143014588009	2001158	73.20120700_S1M.3	NA	NA	PLTB00000000	SAMN08179957
Actinobacteria_bog_756	84.85	5.56	64.6543837640321	4937380	73.20120700_S1D.262	NA	NA	PLSY00000000	SAMN08179960
Actinobacteria_bog_757	91.95	2.56	61.3219736548705	1949311	73.20111000_S3M.5	NA	NA	PLSS00000000	SAMN08179966
Actinobacteria_bog_758	94.87	4.27	67.1525857201527	5186856	73.20110800_S3M.23	NA	NA	PLSQ00000000	SAMN08179968
Actinobacteria_bog_759	93.46	3.71	64.9478683891605	5257996	73.20111000_S2D.31	NA	NA	PLSK00000000	SAMN08179974
Actinobacteria_bog_760	85.16	1.28	65.3727335084051	2478816	73.20110800_S2D.3	NA	NA	PLSU00000000	SAMN08179964
Actinobacteria_bog_761	93.59	4.15	61.9882028803305	2498803	73.20120600_S3M.5	NA	NA	PLSI00000000	SAMN08179976
Actinobacteria_bog_762	93.73	2.14	65.1508144828799	3535233	73.20120800_S1D.7	NA	NA	PLSC00000000	SAMN08179982
Actinobacteria_bog_763	99.77	2.99	69.7446608858098	3717433	73.20120700_S1D.86	NA	NA	PLRX00000000	SAMN08179987
Actinobacteria_bog_764	98.43	4.01	70.2161139391018	7039788	73.20120700_S1D.88	NA	NA	PLRW00000000	SAMN08179988
Actinobacteria_bog_765	95.82	1.28	62.0312384254262	2525943	73.20120600_S3M.5	NA	NA	PLRR00000000	SAMN08179993
Actinobacteria_bog_766	93.25	0.57	62.1955166730691	2021738	73.20120700_S1M.3	NA	NA	PLRP00000000	SAMN08179995
Actinobacteria_bog_767	90.6	2.72	56.1783242891154	1763136	73.20110800_S3S.6	NA	NA	PLRN00000000	SAMN08179997
Actinobacteria_bog_768	73.04	0.43	64.713373266635	1916982	73.20110800_S3S.8	NA	NA	PLRM00000000	SAMN08179998
Actinobacteria_bog_769	96.58	2.99	58.751906820422	2194457	73.20120700_S1S.21	NA	NA	PLRK00000000	SAMN08180000
Actinobacteria_bog_770	74.76	0.74	64.0595248726051	1739148	73.20111000_S3S.1	NA	NA	PLRI00000000	SAMN08180002
Actinobacteria_bog_771	98.29	3.16	67.9254620596633	3941636	73.20110700_S2D.14	NA	NA	PLRH00000000	SAMN08180003
Actinobacteria_bog_772	95.44	3.28	66.3819832161187	2957739	73.20110600_E3D.7	NA	NA	PLRG00000000	SAMN08180004
Actinobacteria_bog_773	78.81	4.7	66.078685001551	3098917	73.20110800_E3D.6	NA	NA	PLRB00000000	SAMN08180009
Actinobacteria_bog_774	91.45	3.85	65.4607713024447	2626325	73.20110800_S2D.3	NA	NA	PLRE00000000	SAMN08180006
Actinobacteria_bog_775	76.56	6.27	66.0445860952413	2957523	73.20110600_S2D.37	NA	NA	PLQZ00000000	SAMN08180011
Actinobacteria_bog_776	87.53	1.28	65.2539242807939	2568177	73.20110800_S1D.50	NA	NA	PLQX00000000	SAMN08180013
Actinobacteria_bog_777	94.89	4.7	69.4811123380934	3180105	73.20120800_S3D.15	NA	NA	PLQS00000000	SAMN08180018
Actinobacteria_bog_778	92.63	2.99	65.6428449881047	2445683	73.20110800_S2D.3	NA	NA	PLQR00000000	SAMN08180019
Actinobacteria_bog_779	92.74	1.99	62.2046219233604	2468295	73.20120600_S3M.5	NA	NA	PLQQ00000000	SAMN08180020
Actinobacteria_bog_780	93.99	3.99	65.1984456731333	3758094	73.20120800_S1D.7	NA	NA	PLQO00000000	SAMN08180022
Actinobacteria_bog_781	98.29	1.28	62.0501067103494	2524017	73.20120600_S3M.5	NA	NA	PLQN00000000	SAMN08180023
Actinobacteria_bog_782	89.97	0	62.1627435266231	1916326	73.20120700_S1M.3	NA	NA	PLQL00000000	SAMN08180025
Actinobacteria_bog_783	87.54	8.97	62.2073197157879	2107000	73.20120700_S1M.3	NA	NA	PLQK00000000	SAMN08180026
Actinobacteria_bog_784	73.96	0.85	64.0434396017604	1697196	73.20111000_S3S.1	NA	NA	PLQJ00000000	SAMN08180027
Actinobacteria_bog_785	79.29	1.28	56.2422662730785	1672370	73.20110800_S3S.6	NA	NA	PLQI00000000	SAMN08180028
Actinobacteria_bog_786	83.98	7.55	67.9217491749527	3756528	73.20110700_S2D.14	NA	NA	PLQH00000000	SAMN08180029
Actinobacteria_bog_787	95.73	4.27	66.3365604427826	3085386	73.20110600_E3D.7	NA	NA	PLQG00000000	SAMN08180030
